PRICE,DISCOUNT_AMT,STD_DISCOUNT_AMT,AMT,QTY,age,std_age,educ,size_hh,income cat,income_est,std_income_est,Min_TIER,TENURE,std_TENURE,sales_pcnt,spring_pcnt,fall_pcnt,holiday_pcnt,sales_prop,spring_prop,fall_prop,holiday_prop,std_sales_prop,std_spring_prop,std_fall_prop,std_holiday_prop,bts_pcnt,bts_prop,clearance_pcnt,std_bts_prop,std_clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,std_WEB,std_PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,pcnt_m_prod,pcnt_w_prod,prop_m_prod,prop_f_prod,std_prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,std_product_cat_count,std_em_rcvd,std_dm_rcvd,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,std_timeuntil_2,std_timeuntil_3,std_timeuntil_4,std_timeuntil_5,std_up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,std_EDUC_YEARS,std_LENGTH_OF_RESIDENCE
16.73272727,-29.99,0.264008609,184.06,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,450,-0.99766623,0.211,0.272,0,0.517,0.21,0.27,0,0.52,-0.022803519,-0.085684948,-0.743819183,0.903736273,0,0,0.27,-0.305775062,0.708386573,0.833,0.167,5,0.228437967,0.37366374,0,0,0,0,0,0,0.579,0.38,0,0,0,1,0,1,0.864570794,2,5,172,1,-0.165728714,0.808610523,-0.850843949,0,1,0,149,82,70,,4,-0.042160284,-0.289236121,-0.312297046,,0.711168748,0,0,0,0,1,0,0,0,0,18,1,8,1.04892557,-0.609820632
16.78454546,-63.4,0.021080342,184.63,11,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,508,-0.833522372,0.588,0.412,0,0,0.59,0.41,0,0,1.161538564,0.302835829,-0.743819183,-0.666278948,0,0,0.08,-0.305775062,-0.190355288,1,0,7,-0.429593756,1.244531816,0.324,0.158,0,0,0.155,0,0,0,0,0.068,0.708,0.292,0.71,0.29,-0.745185512,2,7,170,0,0.578220853,0.783405846,-1.078954164,1,0,0,259,,,,2,0.505741408,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,12,1.04892557,-0.197015352
16.82636364,-83.53,-0.125287393,185.09,11,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,1008,0.581510881,0.769,0.069,0.161,0,0.77,0.07,0.16,0,1.722542709,-0.64071463,-0.288057448,-0.666278948,0,0,0.31,-0.305775062,0.897595386,0.4,0.6,8,1.934592075,1.679965853,0,0.378,0,0,0,0.06,0.13,0,0,0.113,0.434,0.566,0.43,0.57,-0.110352039,2,12,319,12,2.438094769,2.661154275,1.658368422,1,0,0,86,165,21,171,5,-0.355958526,0.193941875,-0.631136089,0.415600232,1.345549722,1,0,0,0,0,0,0,0,0,18,1,13,1.04892557,-0.093814032
17.00363636,-44.95,0.155232587,187.04,11,17,-1.517910626,2,4,45k-65k,55,-0.443413637,2,238,-1.597640329,0.856,0.144,0,0,0.86,0.14,0,0,2.003044781,-0.446454242,-0.743819183,-0.666278948,0,0,0.11,-0.305775062,-0.048448678,1,0,7,-0.429593756,1.244531816,0.4,0.32,0.064,0,0,0,0.093,0,0,0,0.827,0.173,0.83,0.17,-1.017257001,2,7,120,1,0.578220853,0.153288923,-0.850843949,0,1,1,118,8,19,,4,-0.196568943,-0.720021323,-0.644149927,,0.711168748,0,0,0,0,0,0,0,1,0,9,0,3,-2.894994589,-1.125827233
17.00818182,-237.37,-1.243877176,187.09,11,17,-1.517910626,2,4,25k-45k,35,-1.048080532,2,591,-0.598626852,0.481,0.519,0,0,0.48,0.52,0,0,0.818702698,0.608102154,-0.743819183,-0.666278948,0,0,0.71,-0.305775062,2.789683514,0.5,0.5,7,1.540561103,1.244531816,0.128,0,0,0,0.128,0,0.192,0,0,0.439,0.176,0.824,0.18,0.82,0.456463561,2,7,179,11,0.578220853,0.896826892,1.430258206,0,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,2,1.04892557,-1.229028553
17.04090909,-187.45,-0.880902644,187.45,11,37,0.578438824,2,2,25k-45k,35,-1.048080532,2,900,0.275863698,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,0,1,4,3.510715962,-0.061770298,0,0,0,0,0,0,0,0.133,0.453,0,0,1,0,1,0.864570794,2,7,174,5,0.578220853,0.833815199,0.061596913,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,1,0,0,0,14,1,1,-0.703927834,-1.332229873
17.21454546,-161.33,-0.690980874,189.36,11,37,0.578438824,2,3,25k-45k,35,-1.048080532,2,96,-1.999509773,0.431,0,0.569,0,0.43,0,0.57,0,0.662868214,-0.834975019,0.879831997,-0.666278948,0.569,0.57,0,2.655132001,-0.568772913,0.333,0.667,5,2.198592826,0.37366374,0,0,0,0,0,0.569,0.228,0,0,0,0,1,0,1,0.864570794,2,5,4,0,-0.165728714,-1.308582338,-1.078954164,1,0,0,28,,,,2,-0.644852146,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,11,1.04892557,-0.300216672
17.47,-109.97,-0.317535923,192.17,11,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,637,-0.468443793,0.155,0,0.65,0.195,0.16,0,0.65,0.2,-0.178638003,-0.834975019,1.107712864,-0.06242694,0,0,0.26,-0.305775062,0.66108437,1,0,6,-0.429593756,0.809097778,0,0.155,0.338,0,0,0.182,0,0,0,0.13,0.642,0.358,0.64,0.36,-0.586477144,2,6,173,0,0.20624607,0.821212861,-1.078954164,0,0,0,81,,,,2,-0.380863148,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,13,0.172498868,-0.093814032
17.49181818,-19,0.343918266,192.41,11,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,733,-0.196757408,0,0.295,0.456,0.248,0,0.3,0.46,0.25,-0.677308354,-0.002430496,0.566495804,0.088536062,0,0,0.13,-0.305775062,0.046155728,1,0,8,-0.429593756,1.679965853,0,0,0,0,0,0,0.088,0,0.116,0.207,0.078,0.922,0.08,0.92,0.683189802,2,8,6,0,0.950195636,-1.283377661,-1.078954164,1,0,0,73,145,,,3,-0.420710544,0.077513442,,,0.076787774,0,0,0,0,0,1,0,0,0,12,1,5,-1.580354536,-0.919424593
17.52545455,-50.15,0.11742274,192.78,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,644,-0.448633327,0.235,0,0,0.765,0.24,0,0,0.77,0.070697172,-0.834975019,-0.743819183,1.658551283,0,0,0,-0.305775062,-0.568772913,1,0,6,-0.429593756,0.809097778,0,0,0.49,0,0,0,0.206,0.088,0.07,0,0.49,0.51,0.49,0.51,-0.246387784,2,6,172,3,0.20624607,0.808610523,-0.394623518,0,1,0,21,,,,2,-0.679718617,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,0,0,0.172498868,-1.435431194
17.76454546,-38,0.205766902,195.41,11,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,937,0.380576159,1.193,-0.315,0.123,0,,,,,,,,,0,,0.5,,1.796337247,1,0,8,-0.429593756,1.679965853,0,0.061,0.123,0,0,0.162,0.163,0,0,0.123,0.552,0.448,,,,2,8,172,5,0.950195636,0.808610523,0.061596913,0,0,0,144,15,10,154,5,-0.067064906,-0.679271371,-0.7027122,0.30270559,1.345549722,1,0,0,0,0,0,0,0,0,16,1,26,0.172498868,1.247803131
17.81454546,-10.03,0.409140252,195.96,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,676,-0.358071199,0,0,0.47,0.53,0,0,0.47,0.53,-0.677308354,-0.834975019,0.594980913,0.933928873,0.29,0.29,0.23,1.200651338,0.51917776,1,0,7,-0.429593756,1.244531816,0,0,0,0,0,0,0.633,0,0.153,0.153,0,1,0,1,0.864570794,2,10,108,11,1.694145203,0.002060861,1.430258206,1,1,0,248,83,48,52,5,0.450951239,-0.283414699,-0.455449269,-0.374662264,1.345549722,0,0,0,0,0,0,0,0,1,14,1,32,-0.703927834,1.867011052
17.90545455,-74.13,-0.056938824,196.96,11,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,197,-1.713673056,0.197,0.803,0,0,0.2,0.8,0,0,-0.053970415,1.385143709,-0.743819183,-0.666278948,0,0,0.19,-0.305775062,0.329968948,1,0,7,-0.429593756,1.244531816,0.123,0,0.408,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,7,127,2,0.578220853,0.241505292,-0.622733733,1,0,0,84,,,,2,-0.365920375,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,0,22,1.04892557,0.83499785
17.92818182,-241.95,-1.277178926,197.21,11,37,0.578438824,2,3,25k-45k,35,-1.048080532,2,879,0.216432302,0.355,0.461,0,0.184,0.36,0.46,0,0.18,0.444699935,0.44159325,-0.743819183,-0.122812141,0,0,0.18,-0.305775062,0.282666744,0.833,0.167,5,0.228437967,0.37366374,0,0,0,0,0,0.076,0.212,0,0.11,0.602,0,1,0,1,0.864570794,2,5,181,5,-0.165728714,0.922031569,0.061596913,0,0,0,13,238,22,200,5,-0.719566013,0.618905655,-0.624629169,0.60818521,1.345549722,0,1,0,0,0,0,0,0,0,18,0,16,1.04892557,0.215789929
18.33909091,0,0.48206963,201.73,11,37,0.578438824,2,3,gt125k,135,1.97525394,2,726,-0.216567874,0,0.965,0.035,0,0,0.97,0.04,0,-0.677308354,1.856918938,-0.629878749,-0.666278948,0,0,0.26,-0.305775062,0.66108437,1,0,5,-0.429593756,0.37366374,0,0,0.545,0,0,0,0.049,0,0,0,0.916,0.084,0.92,0.08,-1.221310617,2,5,18,10,-0.165728714,-1.132149599,1.202147991,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,9,1,12,-2.894994589,-0.197015352
18.57727273,-18.9,0.344645379,204.35,11,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,1338,1.515432828,0.308,0.349,0,0.344,0.31,0.35,0,0.34,0.288865451,0.136326924,-0.743819183,0.360269466,0,0,0.34,-0.305775062,1.039501995,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,0.195,0.103,0,0,0.088,0,1,0,1,0.864570794,2,7,5,0,0.578220853,-1.295979999,-1.078954164,0,0,0,195,157,111,58,5,0.186962242,0.147370502,-0.045513357,-0.334817096,1.345549722,1,0,0,0,0,0,0,0,0,16,1,5,0.172498868,-0.919424593
18.58909091,-144.6,-0.569334962,204.48,11,17,-1.517910626,2,3,25k-45k,35,-1.048080532,2,1011,0.590001081,0,0,0.427,0.573,0,0,0.43,0.57,-0.677308354,-0.834975019,0.481040479,1.054699275,0,0,0.03,-0.305775062,-0.426866304,1,0,5,-0.429593756,0.37366374,0,0.536,0,0,0,0,0.244,0,0,0.098,0.658,0.342,0.66,0.34,-0.631822392,2,5,82,8,-0.165728714,-0.325599938,0.74592756,1,1,0,91,69,101,15,5,-0.331053904,-0.364914602,-0.110582549,-0.620374133,1.345549722,1,0,0,0,0,0,0,0,0,16,1,3,0.172498868,-1.125827233
18.60090909,-11.95,0.395179694,204.61,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,663,-0.394862064,0,0.805,0,0.195,0,0.81,0,0.2,-0.677308354,1.412895193,-0.743819183,-0.06242694,0,0,0.04,-0.305775062,-0.3795641,0.667,0.333,9,0.88252938,2.115399891,0,0,0.146,0,0.195,0,0.044,0,0,0,0.727,0.273,0.73,0.27,-0.790530761,2,9,5,6,1.322170419,-1.295979999,0.289707129,1,1,0,83,71,,,3,-0.3709013,-0.353271759,,,0.076787774,0,0,1,0,0,0,0,0,0,18,1,27,1.04892557,1.351004451
18.60272727,-103.8,-0.272673085,204.63,11,17,-1.517910626,2,4,45k-65k,55,-0.443413637,2,868,0.18530157,0.342,-0.426,-0.127,1.212,,,,,,,,,0,,0.08,,-0.190355288,0.667,0.333,8,0.88252938,1.679965853,0,0,0.615,0,0.342,0,0.336,-0.929,0.531,0,0.615,0.385,,,,2,11,181,12,2.066119986,0.922031569,1.658368422,1,1,1,23,9,3,50,5,-0.669756768,-0.714199901,-0.748260635,-0.387943987,1.345549722,1,0,0,0,0,0,0,0,0,16,1,13,0.172498868,-0.093814032
18.70636364,-19.5,0.340282704,205.77,11,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,993,0.539059883,0.036,0.758,0,0.206,0.04,0.76,0,0.21,-0.552640766,1.274137772,-0.743819183,-0.03223434,0,0,0.76,-0.305775062,3.02619453,1,0,6,-0.429593756,0.809097778,0,0.27,0,0,0,0,0,0,0,0,0.767,0.233,0.77,0.23,-0.881221257,2,9,16,0,1.322170419,-1.157354276,-1.078954164,0,0,0,19,301,112,89,5,-0.689680466,0.985655218,-0.039006438,-0.128950396,1.345549722,0,0,0,0,1,0,0,0,0,16,1,0,0.172498868,-1.435431194
18.77363636,-47.45,0.137054776,206.51,11,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,1194,1.107903251,0,0.418,0,0.582,0,0.42,0,0.58,-0.677308354,0.330587313,-0.743819183,1.084891875,0,0,0.2,-0.305775062,0.377271151,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,-0.07,0.549,0.116,0.319,0,0,1,0,1,0.864570794,2,6,80,12,0.20624607,-0.350804615,1.658368422,0,0,0,117,129,256,,4,-0.201549867,-0.015629304,0.897989933,,0.711168748,1,0,0,0,0,0,0,0,0,12,1,27,-1.580354536,1.351004451
19.08727273,-45.9,0.148325019,209.96,11,37,0.578438824,1,4,45k-65k,55,-0.443413637,2,596,-0.58447652,0.309,0.44,0.251,0,0.31,0.44,0.25,0,0.288865451,0.386090281,-0.031691472,-0.666278948,0.499,0.5,0.07,2.291511835,-0.237657491,1,0,7,-0.429593756,1.244531816,0.167,0.25,0.336,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,7,97,7,0.578220853,-0.136564862,0.517817344,1,0,1,4,119,29,3,5,-0.764394333,-0.07384352,-0.579080735,-0.700064469,1.345549722,0,1,0,0,0,0,0,0,0,18,0,11,1.04892557,-0.300216672
19.18727273,-20,0.336647142,211.06,11,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,864,0.173981304,0.066,0.735,0,0.199,0.07,0.74,0,0.2,-0.459140075,1.218634804,-0.743819183,-0.06242694,0,0,0.03,-0.305775062,-0.426866304,1,0,5,-0.429593756,0.37366374,0,0.279,0.199,0,0,0,0,0,0,0,0.576,0.424,0.58,0.42,-0.4504414,2,5,10,0,-0.165728714,-1.232968307,-1.078954164,0,0,0,289,198,94,100,5,0.655169143,0.386048789,-0.156130984,-0.055900921,1.345549722,1,0,0,0,0,0,0,0,0,14,0,7,-0.703927834,-0.713021953
19.30181818,-113.37,-0.342257746,212.32,11,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,126,-1.914607778,0.371,0.629,0,0,0.37,0.63,0,0,0.475866832,0.913368479,-0.743819183,-0.666278948,0,0,0.34,-0.305775062,1.039501995,1,0,5,-0.429593756,0.37366374,0.273,0,0.492,0,0,0,0,0,0,0.235,0.771,0.229,0.77,0.23,-0.881221257,2,5,31,0,-0.165728714,-0.9683192,-1.078954164,1,0,0,24,4,,,3,-0.664775844,-0.743307009,,,0.076787774,0,0,0,1,0,0,0,0,0,16,1,9,0.172498868,-0.506619312
19.40727273,-49.56,0.121712704,213.48,11,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,1063,0.737164539,0.326,0.487,0.186,0,0.33,0.49,0.19,0,0.351199245,0.524847702,-0.202602123,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0.954,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,169,9,-1.281653063,0.770803507,0.974037775,0,0,0,58,5,112,127,5,-0.495424411,-0.737485587,-0.039006438,0.123402334,1.345549722,1,0,0,0,0,0,0,0,0,18,0,22,1.04892557,0.83499785
19.43818182,-114.62,-0.351346652,213.82,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,815,0.035308045,0,0.221,0,0.779,0,0.22,0,0.78,-0.677308354,-0.224442369,-0.743819183,1.688743884,0,0,0.31,-0.305775062,0.897595386,1,0,6,-0.429593756,0.809097778,0.247,0.168,0,0,0.224,0,0.277,0,0,0,0.415,0.585,0.42,0.59,-0.065006791,2,7,100,11,0.578220853,-0.098757846,1.430258206,0,1,0,148,80,,,3,-0.047141209,-0.300878964,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,16,0.172498868,0.215789929
19.62818182,0,0.48206963,215.91,11,17,-1.517910626,4,2,gt125k,135,1.97525394,2,567,-0.666548448,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.06,-0.305775062,-0.284959694,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0.162,0,0.663,0,0,0.175,0,1,0,1,0.864570794,2,3,171,0,-0.90967828,0.796008184,-1.078954164,1,1,0,42,,,,2,-0.575119203,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,37,1.04892557,2.383017652
19.65545455,-124.88,-0.425948388,216.21,11,17,-1.517910626,4,3,25k-45k,35,-1.048080532,2,910,0.304164363,0.422,0,0,0.578,0.42,0,0,0.58,0.631701317,-0.834975019,-0.743819183,1.084891875,0,0,0.25,-0.305775062,0.613782167,0.8,0.2,7,0.358468188,1.244531816,0,0,0,0,0.185,0.228,0.072,0,0.233,0.213,0,1,0,1,0.864570794,2,7,184,9,0.578220853,0.959838584,0.974037775,0,1,0,216,146,59,,4,0.291561656,0.083334864,-0.383873157,,0.711168748,0,0,0,0,0,1,0,0,0,14,0,14,-0.703927834,0.009387289
19.78818182,-15,0.373002764,217.67,11,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,1013,0.595661214,0.725,0,0,0.275,0.73,0,0,0.28,1.597875121,-0.834975019,-0.743819183,0.179113863,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0.24,0.432,0,0,0.167,0,1,0,1,0.864570794,2,5,102,0,-0.165728714,-0.073553169,-1.078954164,0,0,1,728,198,,,3,2.841794988,0.386048789,,,0.076787774,1,0,0,0,0,0,0,0,0,12,1,2,-1.580354536,-1.229028553
19.79363636,-9.95,0.409721942,217.73,11,46,1.521796076,1,3,45k-65k,55,-0.443413637,2,1134,0.938099261,0,0.619,0.064,0.317,0,0.62,0.06,0.32,-0.677308354,0.885616995,-0.572908532,0.299884265,0,0,0.36,-0.305775062,1.134106402,1,0,7,-0.429593756,1.244531816,0,0,0,0,0,0.198,0,0,0,0.284,0.317,0.683,0.32,0.68,0.139046825,2,13,187,12,2.810069552,0.997645599,1.658368422,0,1,1,78,147,18,1,5,-0.395805922,0.089156286,-0.650656846,-0.713346191,1.345549722,0,1,0,0,0,0,0,0,0,16,1,9,0.172498868,-0.506619312
19.82272727,-27.35,0.283204377,218.05,11,17,-1.517910626,2,2,45k-65k,55,-0.443413637,2,374,-1.212751284,0,0.417,0.481,0.102,0,0.42,0.48,0.1,-0.677308354,0.330587313,0.623466021,-0.364352944,0,0,0.19,-0.305775062,0.329968948,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.413,0,0,0.472,0,1,0,1,0.864570794,2,4,91,5,-0.537703497,-0.212178892,0.061596913,1,1,0,17,21,164,8,5,-0.699642315,-0.644342841,0.299353363,-0.666860162,1.345549722,0,0,0,0,0,0,0,0,1,18,0,22,1.04892557,0.83499785
20.15272727,-189.65,-0.896899118,221.68,11,37,0.578438824,1,3,25k-45k,35,-1.048080532,2,536,-0.75428051,0,0.225,0.1,0.675,0,0.23,0.1,0.68,-0.677308354,-0.196690885,-0.458968099,1.38681788,0,0,0,-0.305775062,-0.568772913,0.833,0.167,6,0.228437967,0.809097778,0,0,0,0,0.18,0,0.184,0.158,0.298,0.18,0,1,0,1,0.864570794,2,6,177,7,0.20624607,0.871622215,0.517817344,1,0,0,169,27,3,29,5,0.057458205,-0.609414311,-0.748260635,-0.527402075,1.345549722,0,0,0,1,0,0,0,0,0,18,1,16,1.04892557,0.215789929
20.22909091,-145.1,-0.572970524,222.52,11,37,0.578438824,2,2,25k-45k,35,-1.048080532,2,1113,0.878667864,0,0.574,0,0.426,0,0.57,0,0.43,-0.677308354,0.746859575,-0.743819183,0.632002869,0,0,0.55,-0.305775062,2.032848262,1,0,4,-0.429593756,-0.061770298,0,0,0.314,0,0,0,0,0,0,0.439,0.492,0.508,0.49,0.51,-0.246387784,2,7,44,0,0.578220853,-0.8044888,-1.078954164,1,0,0,140,288,478,,4,-0.086988604,0.909976737,2.342526004,,0.711168748,1,0,0,0,0,0,0,0,0,16,1,9,0.172498868,-0.506619312
20.24818182,-179.95,-0.826369211,222.73,11,17,-1.517910626,1,5,25k-45k,35,-1.048080532,2,886,0.236242767,0.047,0.707,0.022,0.224,0.05,0.71,0.02,0.22,-0.521473869,1.135380352,-0.686848966,-0.002041739,0.337,0.34,0,1.460380028,-0.568772913,1,0,10,-0.429593756,2.550833929,0.229,0.38,0,-0.126,0,0,0,0,0.112,0.243,0.531,0.469,0.53,0.47,-0.33707828,2,11,177,12,2.066119986,0.871622215,1.658368422,1,1,0,82,1,36,107,5,-0.375882224,-0.760771274,-0.5335323,-0.009414892,1.345549722,0,0,1,0,0,0,0,0,0,16,1,14,0.172498868,0.009387289
20.25272727,-10.5,0.405722824,222.78,11,17,-1.517910626,3,2,45k-65k,55,-0.443413637,2,691,-0.315620201,0.12,0.229,0.651,0,0.12,0.23,0.65,0,-0.303305591,-0.196690885,1.107712864,-0.666278948,0.269,0.27,0,1.096759862,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.269,0.619,0,0,0,0,1,0,1,0.864570794,2,4,126,11,-0.537703497,0.228902954,1.430258206,0,1,0,85,17,15,51,5,-0.360939451,-0.667628528,-0.670177604,-0.381303126,1.345549722,0,0,0,0,1,0,0,0,0,14,1,22,-0.703927834,0.83499785
20.28090909,-57.9,0.061071526,223.09,11,17,-1.517910626,1, ,45k-65k,55,-0.443413637,2,1307,1.427700766,0.194,0.484,0,0.323,0.19,0.48,0,0.32,-0.085137312,0.497096218,-0.743819183,0.299884265,0,0,0.55,-0.305775062,2.032848262,1,0,7,-0.429593756,1.244531816,0.393,0.298,0,0,0.112,0,0.045,0,0,0.072,0.772,0.228,0.77,0.23,-0.881221257,2,8,185,6,0.950195636,0.972440922,0.289707129,1,1,0,39,31,560,409,5,-0.590061976,-0.586128625,2.876093382,1.996125225,1.345549722,1,0,0,0,0,0,0,0,0,18,1,5,1.04892557,-0.919424593
20.36181818,0,0.48206963,223.98,11,37,0.578438824,2,4,gt125k,135,1.97525394,2,1006,0.575850748,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,7,-0.429593756,1.244531816,0.219,0.156,0,0,0,0.089,0,0,0,0,0.822,0.178,0.82,0.18,-0.994584377,2,8,36,0,0.950195636,-0.905307507,-1.078954164,0,0,0,1,,,,2,-0.779337107,,,,-0.5575932,0,0,0,1,0,0,0,0,0,18,1,1,1.04892557,-1.332229873
20.45727273,-301.44,-1.709738118,225.03,11,17,-1.517910626,2,4,25k-45k,35,-1.048080532,2,1043,0.680563209,0,0,0.536,0.464,0,0,0.54,0.46,-0.677308354,-0.834975019,0.794376672,0.72258067,0.279,0.28,0.26,1.1487056,0.66108437,0,1,8,3.510715962,1.679965853,0,0,0,0,0,0,0.243,0,0.256,0.285,0,1,0,1,0.864570794,2,9,171,12,1.322170419,0.796008184,1.658368422,0,1,0,371,11,17,1,5,1.06360495,-0.702557058,-0.657163766,-0.713346191,1.345549722,0,0,0,0,0,0,0,0,1,14,1,1,-0.703927834,-1.332229873
20.88272727,-75.9,-0.069808714,229.71,11,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,1218,1.175824847,0,0.122,0.878,0,0,0.12,0.88,0,-0.677308354,-0.50195721,1.762870358,-0.666278948,0.383,0.38,0.16,1.66816298,0.188062338,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0.504,0.274,0,0.104,0.117,0,1,0,1,0.864570794,2,7,178,12,0.578220853,0.884224553,1.658368422,1,1,0,192,229,5,407,5,0.172019468,0.56651286,-0.735246796,1.982843503,1.345549722,0,1,0,0,0,0,0,0,0,18,1,0,1.04892557,-1.435431194
20.99545455,0,0.48206963,230.95,11,35,0.368803879,2,3,gt125k,135,1.97525394,2,1170,1.039981655,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,6,-0.429593756,0.809097778,0.173,0.454,0.13,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,8,10,10,0.950195636,-1.232968307,1.202147991,0,0,0,514,21,,,3,1.77587715,-0.644342841,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,1,0.172498868,-1.332229873
21.02727273,-158.32,-0.669094789,231.3,11,56,2.569970801,2,4,25k-45k,35,-1.048080532,2,958,0.440007556,0.166,0.236,0.064,0.534,0.17,0.24,0.06,0.53,-0.147471106,-0.168939401,-0.572908532,0.933928873,0,0,0,-0.305775062,-0.568772913,1,0,9,-0.429593756,2.115399891,0,0,0,0,0,0.581,0.223,0.077,0,0,0,1,0,1,0.864570794,2,11,9,12,2.066119986,-1.245570646,1.658368422,0,1,1,36,35,31,4,5,-0.60500475,-0.562842938,-0.566066896,-0.693423607,1.345549722,0,0,0,0,0,1,0,0,0,16,1,17,0.172498868,0.318991249
21.19545455,-225.47,-1.157350795,233.15,11,37,0.578438824,2,2,25k-45k,35,-1.048080532,2,416,-1.093888491,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0.705,0.71,0,3.382372332,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.206,0,0,0,0.522,0,1,0,1,0.864570794,2,4,4,0,-0.537703497,-1.308582338,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,12,1,18,-1.580354536,0.422192569
21.33181818,-57.29,0.065506912,234.65,11,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,726,-0.216567874,0.597,0,0.403,0,0.6,0,0.4,0,1.192705461,-0.834975019,0.395585154,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0.77,0.23,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,173,0,-0.90967828,0.821212861,-1.078954164,0,0,0,140,240,,,3,-0.086988604,0.630548498,,,0.076787774,0,0,1,0,0,0,0,0,0,14,0,4,-0.703927834,-1.022625913
21.42727273,-34.95,0.227943832,235.7,11,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,486,-0.895783835,0.148,0.852,0,0,0.15,0.85,0,0,-0.2098049,1.523901129,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0.563,0,0,0,0,0.178,0,0,0.208,0.614,0.386,0.61,0.39,-0.518459272,2,5,9,10,-0.165728714,-1.245570646,1.202147991,0,1,0,69,,,,2,-0.440634242,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,22,1.04892557,0.83499785
