PRICE,DISCOUNT_AMT,STD_DISCOUNT_AMT,AMT,QTY,age,std_age,educ,size_hh,income_cat,income_est,std_income_est,Min_TIER,TENURE,std_TENURE,sales_pcnt,spring_pcnt,fall_pcnt,holiday_pcnt,sales_prop,spring_prop,fall_prop,holiday_prop,std_sales_prop,std_spring_prop,std_fall_prop,std_holiday_prop,bts_pcnt,bts_prop,clearance_pcnt,std_bts_prop,std_clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,std_WEB,std_PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,pcnt_m_prod,pcnt_w_prod,prop_m_prod,prop_f_prod,std_prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,std_product_cat_count,std_em_rcvd,std_dm_rcvd,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,std_timeuntil_2,std_timeuntil_3,std_timeuntil_4,std_timeuntil_5,std_up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,std_EDUC_YEARS,std_LENGTH_OF_RESIDENCE,CLUSTER,DISTANCE
19.50571429,0,0.48206963,136.54,7,37,0.578438824,2,1,gt125k,135,1.97525394,2,1036,0.660752743,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,0,1,2,3.510715962,-0.932638373,0,0,0,0,0,0,0.474,0,0,0.526,0,1,0,1,0.864570794,2,6,155,6,0.20624607,0.594370769,0.289707129,1,0,0,236,23,,,3,0.391180145,-0.632699998,,,0.076787774,1,0,0,0,0,0,0,0,0,18,1,9,1.04892557,-0.506619312,5,4.2252858481
19.68714286,-57.5,0.063979976,137.81,7,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,119,-1.934418243,0.417,0.583,0,0,0.42,0.58,0,0,0.631701317,0.774611059,-0.743819183,-0.666278948,0,0,0.18,-0.305775062,0.282666744,1,0,7,-0.429593756,1.244531816,0.304,0.072,0.181,0,0,0.109,0.054,0,0,0,0.558,0.442,0.56,0.44,-0.405096152,2,7,20,0,0.578220853,-1.106944923,-1.078954164,1,0,0,2,,,,2,-0.774356182,,,,-0.5575932,0,0,0,1,0,0,0,0,0,14,1,26,-0.703927834,1.247803131,4,3.1649139131
19.70285714,0,0.48206963,137.92,7,37,0.578438824,2,2,gt125k,135,1.97525394,2,654,-0.420332662,-0.3,0.702,0,0.597,0.19,0.44,0,0.37,-0.085137312,0.386090281,-0.743819183,0.450847267,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.989,0,0,0,0,0,0,0,0.011,0.989,0.011,0.99,0.01,-1.380018985,2,4,22,6,-0.537703497,-1.081740246,0.289707129,1,1,0,18,48,,,3,-0.69466139,-0.487164457,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,13,0.172498868,-0.093814032,4,2.7471152882
19.83285714,-35,0.227580275,138.83,7,17,-1.517910626,2,,45k-65k,55,-0.443413637,2,808,0.01549758,0,0.466,0.319,0.215,0,0.47,0.32,0.22,-0.677308354,0.469344734,0.167704287,-0.002041739,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0.287,0.713,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,123,6,-0.537703497,0.191095938,0.289707129,0,1,0,152,82,103,149,5,-0.027217511,-0.289236121,-0.097568711,0.269501283,1.345549722,0,0,1,0,0,0,0,0,0,16,1,28,0.172498868,1.454205771,6,2.5527790439
19.84428571,0,0.48206963,138.91,7,37,0.578438824,2,3,gt125k,135,1.97525394,2,560,-0.686358914,0.082,0.634,0,0.284,0.08,0.63,0,0.28,-0.427973179,0.913368479,-0.743819183,0.179113863,0,0,0.07,-0.305775062,-0.237657491,1,0,6,-0.429593756,0.809097778,0,0.126,0,0,0,0.302,0.086,0,0.16,0.244,0.126,0.874,0.13,0.87,0.569826682,2,6,148,0,0.20624607,0.5061544,-1.078954164,1,0,0,57,218,179,,4,-0.500405336,0.502477222,0.396957151,,0.711168748,1,0,0,0,0,0,0,0,0,18,1,12,1.04892557,-0.197015352,4,2.731066092
19.85714286,-15,0.373002764,139,7,37,0.578438824,2,4,45k-65k,55,-0.443413637,2,652,-0.425992795,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,7,-0.429593756,1.244531816,0,0,0,0,0,0,0.126,0.251,0.215,0,0.136,0.864,0.14,0.86,0.547154058,2,7,98,12,0.578220853,-0.123962523,1.658368422,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,14,1,9,-0.703927834,-0.506619312,1,3.2250800261
19.89285714,-6,0.438442884,139.25,7,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,235,-1.606130528,0.577,0.423,0,0,0.58,0.42,0,0,1.130371668,0.330587313,-0.743819183,-0.666278948,0,0,0.1,-0.305775062,-0.095750881,1,0,5,-0.429593756,0.37366374,0,0.501,0,0,0,0,0,0,0,0,0.785,0.215,0.79,0.22,-0.903893881,2,5,171,4,-0.165728714,0.796008184,-0.166513302,0,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,17,0.172498868,0.318991249,2,2.8078462262
19.97857143,-27.9,0.279205259,139.85,7,17,-1.517910626,2,3,45k-65k,55,-0.443413637,2,1361,1.580524358,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.33,-0.305775062,0.992199792,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0.425,0,0,0,0,1,0,1,0.864570794,2,8,171,9,0.950195636,0.796008184,0.974037775,0,1,0,492,243,,,3,1.666296811,0.648012763,,,0.076787774,0,0,0,0,0,0,0,0,1,18,1,29,1.04892557,1.557407091,6,3.6475464848
20.12714286,-40,0.191224653,140.89,7,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,669,-0.377881665,0.894,0,0,0.106,0.89,0,0,0.11,2.096545472,-0.834975019,-0.743819183,-0.334160344,0,0,0.79,-0.305775062,3.168101139,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,0.887,0,1,0,1,0.864570794,2,2,9,0,-1.281653063,-1.245570646,-1.078954164,0,0,0,24,,,,2,-0.664775844,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,28,1.04892557,1.454205771,4,3.6025800986
20.22428571,-60.67,0.040930511,141.57,7,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,706,-0.273169204,0,0.238,0.762,0,0,0.24,0.76,0,-0.677308354,-0.168939401,1.421049057,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.533,0.159,0,0,0.308,0,1,0,1,0.864570794,2,4,11,1,-0.537703497,-1.220365969,-0.850843949,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,12,1,3,-1.580354536,-1.125827233,2,2.4622774962
20.27142857,0,0.48206963,141.9,7,37,0.578438824,2,3,gt125k,135,1.97525394,2,1081,0.788105736,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.08,-0.305775062,-0.190355288,1,0,6,-0.429593756,0.809097778,0.324,0,0,0,0,0,0.08,0,0.232,0,0.464,0.536,0.46,0.54,-0.178369912,2,7,102,10,0.578220853,-0.073553169,1.202147991,0,0,0,,,,,1,,,,,-1.191974174,0,1,0,0,0,0,0,0,0,16,1,2,0.172498868,-1.229028553,1,2.9331793649
20.31285714,0,0.48206963,142.19,7,17,-1.517910626,2,3,gt125k,135,1.97525394,2,402,-1.133509422,0,0.438,0.281,0.281,0,0.44,0.28,0.28,-0.677308354,0.386090281,0.053763853,0.179113863,0,0,0.28,-0.305775062,0.755688776,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0.604,0,0.141,0,0.153,0,1,0,1,0.864570794,2,5,176,4,-0.165728714,0.859019876,-0.166513302,0,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,12,0.172498868,-0.197015352,4,3.4453055637
20.58857143,-14.95,0.37336632,144.12,7,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,1210,1.153184315,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0.145,0.416,0,0,0,1,0,1,0.864570794,2,8,9,9,0.950195636,-1.245570646,0.974037775,1,0,0,8,64,59,614,5,-0.744470635,-0.394021711,-0.383873157,3.357501795,1.345549722,1,0,0,0,0,0,0,0,0,16,1,23,0.172498868,0.93819917,6,3.206327734
20.59714286,-39.95,0.191588209,144.18,7,64,3.408510581,2,3,45k-65k,55,-0.443413637,2,210,-1.676882191,0.723,0.277,0,0,0.72,0.28,0,0,1.566708224,-0.057933464,-0.743819183,-0.666278948,0,0,0.1,-0.305775062,-0.095750881,0.75,0.25,5,0.555483674,0.37366374,0,0,0,0,0,0.45,0.17,0.277,0,0,0,1,0,1,0.864570794,2,5,155,4,-0.165728714,0.594370769,-0.166513302,0,0,0,14,1,,,3,-0.714585088,-0.760771274,,,0.076787774,0,0,0,0,0,0,0,1,0,12,1,4,-1.580354536,-1.022625913,3,3.5190121799
20.61428571,-70,-0.02690908,144.3,7,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,1213,1.161674515,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0.897,0,0,0,0,0,0,0,0,0.897,0.103,0.9,0.1,-1.175965369,2,4,177,12,-0.537703497,0.871622215,1.658368422,0,0,0,,,,,1,,,,,-1.191974174,0,1,0,0,0,0,0,0,0,14,1,5,-0.703927834,-0.919424593,2,3.1861356879
20.63285714,-83.99,-0.128632111,144.43,7,17,-1.517910626,2,1,45k-65k,55,-0.443413637,2,853,0.142850573,0,0.614,0.386,0,0,0.61,0.39,0,-0.677308354,0.857865511,0.367100045,-0.666278948,0,0,0.15,-0.305775062,0.140760135,1,0,6,-0.429593756,0.809097778,0,0,0,0,0.381,0,0.206,0,0.172,0,0,1,0,1,0.864570794,2,6,0,0,0.20624607,-1.358991692,-1.078954164,0,1,0,158,,,,2,0.002668036,,,,-0.5575932,0,0,1,0,0,0,0,0,0,14,1,35,-0.703927834,2.176615012,6,2.7339819544
20.65714286,-15,0.373002764,144.6,7,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,277,-1.487267735,0,0.172,0,0.828,0,0.17,0,0.83,-0.677308354,-0.363199789,-0.743819183,1.839706886,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.207,0,0,0,0.173,0,0,0,0.621,0.207,0.793,0.21,0.79,0.388445689,2,4,176,5,-0.537703497,0.859019876,0.061596913,1,0,0,2,125,,,3,-0.774356182,-0.038914991,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,22,0.172498868,0.83499785,3,2.5860310191
20.66571429,-33.45,0.238850518,144.66,7,53,2.255518383,2,3,45k-65k,55,-0.443413637,2,452,-0.992006096,0.893,-0.207,0,0.314,,,,,,,,,0,,0.24,,0.566479964,1,0,7,-0.429593756,1.244531816,0,0,0,0,0,0.248,0.107,0,0.29,0.145,0,1,,,,2,7,172,12,0.578220853,0.808610523,1.658368422,0,0,0,156,81,,,3,-0.007293813,-0.295057543,,,0.076787774,1,0,0,0,0,0,0,0,0,18,1,20,1.04892557,0.62859521,3,2.8000218534
20.80571429,-51.88,0.104843695,145.64,7,37,0.578438824,,2,45k-65k,55,-0.443413637,2,629,-0.491084325,0.87,0,0,0.13,0.87,0,0,0.13,2.034211678,-0.834975019,-0.743819183,-0.273775143,0,0,0.16,-0.305775062,0.188062338,0.667,0.333,3,0.88252938,-0.497204335,0,0,0,0,0,0.247,0.698,0,0,0,0,1,0,1,0.864570794,2,3,178,7,-0.90967828,0.884224553,0.517817344,0,1,0,168,,,,2,0.052477281,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,6,0.172498868,-0.816223273,3,2.0928899045
20.90142857,-92.35,-0.189418711,146.31,7,17,-1.517910626,0,3,45k-65k,55,-0.443413637,2,666,-0.386371864,0,0.369,0,0.631,0,0.37,0,0.63,-0.677308354,0.191829893,-0.743819183,1.235854877,0,0,0.38,-0.305775062,1.228710808,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,0.273,0.126,0,0,0.164,0,1,0,1,0.864570794,2,9,68,10,1.322170419,-0.502032677,1.202147991,1,1,0,312,15,13,,4,0.769730406,-0.679271371,-0.683191442,,0.711168748,0,0,0,0,0,1,0,0,0,14,0,1,-0.703927834,-1.332229873,6,2.8805907096
20.95857143,0,0.48206963,146.71,7,37,0.578438824,2,2,gt125k,135,1.97525394,2,1042,0.677733142,0.507,0,0,0.493,0.51,0,0,0.49,0.912203389,-0.834975019,-0.743819183,0.813158472,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0.666,0,0,0,0,0,0,0,0.955,0.045,0.96,0.05,-1.289328489,2,8,0,0,0.950195636,-1.358991692,-1.078954164,1,0,0,1,745,7,17,5,-0.779337107,3.570366427,-0.722232958,-0.60709241,1.345549722,0,0,1,0,0,0,0,0,0,18,1,22,1.04892557,0.83499785,2,4.1168596242
21.02142857,0,0.48206963,147.15,7,17,-1.517910626,2,3,gt125k,135,1.97525394,2,1301,1.410720367,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0.28,-0.305775062,0.755688776,1,0,6,-0.429593756,0.809097778,0,0.085,0.17,0,0,0.475,0,0,0,0,0.356,0.644,0.36,0.64,0.048356329,2,10,0,0,1.694145203,-1.358991692,-1.078954164,0,1,0,21,33,1,28,5,-0.679718617,-0.574485782,-0.761274473,-0.534042936,1.345549722,1,0,0,0,0,0,0,0,0,16,1,22,0.172498868,0.83499785,1,4.4594010996
21.24,-25,0.30029152,148.68,7,17,-1.517910626,3,2,45k-65k,55,-0.443413637,2,1231,1.212615712,0.282,0,0.718,0,0.28,0,0.72,0,0.19536476,-0.834975019,1.307108623,-0.666278948,0,0,0.26,-0.305775062,0.66108437,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0,0.196,0.804,0,0,1,0,1,0.864570794,2,6,176,7,0.20624607,0.859019876,0.517817344,1,1,0,308,2,61,106,5,0.749806708,-0.754949852,-0.370859319,-0.016055753,1.345549722,1,0,0,0,0,0,0,0,0,18,1,9,1.04892557,-0.506619312,6,3.1717363585
